사다리,방해물FOUP,거리대,GT거리_mm,frame,마스크IoU,오선택,화면잘림,coarse_R_deg,coarse_t_mm,refined_R_deg,refined_t_mm,RH1_R_deg,RH1_t_mm,RH1_ADD_mm,RH1_KPI,IoU_sf03,오선택_sf03
다중,2,0.45,426.7,frame_0035,0.8749,0,0,0.4024,2.7478,0.4417,1.035,0.4024,1.035,1.1499,1,0.8749,0
다중,2,0.45,420.4,frame_0036,0.9091,0,0,0.9152,4.5106,0.4063,0.9547,0.9152,0.9547,1.8254,1,0.9091,0
다중,2,0.45,435.7,frame_0037,0.9888,0,0,0.3298,2.9618,0.4467,0.5819,0.3298,0.5819,0.7155,1,0.9888,0
다중,2,0.45,427.5,frame_0038,0.8285,0,0,0.2815,2.5531,0.2058,0.8938,0.2815,0.8938,1.1547,1,0.8285,0
다중,2,0.45,437.0,frame_0039,0.8444,0,0,0.8282,2.7602,0.391,1.0996,0.8282,1.0996,1.8064,1,0.8444,0
다중,2,0.45,429.5,frame_0040,0.9157,0,1,0.6511,1.8872,0.6343,1.0164,0.6511,1.0164,1.455,1,0.9157,0
다중,2,0.45,429.1,frame_0041,0.8214,0,0,0.6224,1.3222,0.2768,1.0559,0.6224,1.0559,1.6322,1,0.8214,0
다중,2,0.45,437.2,frame_0042,0.9729,0,0,0.6074,3.4736,0.4653,0.5233,0.6074,0.5233,1.0942,1,0.9729,0
다중,2,0.45,462.0,frame_0043,0.8728,0,0,0.7534,2.2337,0.3395,1.5574,0.7534,1.5574,1.8797,1,0.8728,0
다중,2,0.45,448.6,frame_0044,0.9883,0,0,0.5785,2.5392,0.4374,0.7487,0.5785,0.7487,1.2487,1,0.9883,0
다중,2,0.45,473.1,frame_0045,0.793,0,0,0.9443,2.3659,0.2139,1.5521,0.9443,1.5521,2.1397,1,0.793,0
다중,2,0.45,429.9,frame_0046,0.9549,0,0,0.9065,4.3859,0.3638,0.8312,0.9065,0.8312,1.6726,1,0.9549,0
다중,2,0.45,443.3,frame_0047,0.8622,0,0,0.7611,0.84,0.2387,0.6344,0.7611,0.6344,1.261,1,0.8622,0
다중,2,0.45,438.8,frame_0048,0.8627,0,0,0.722,1.2403,0.462,1.4614,0.722,1.4614,1.8533,1,0.7539,0
다중,2,0.45,446.7,frame_0049,0.8078,0,0,0.2971,3.9355,0.636,0.3966,0.2971,0.3966,0.5838,1,0.8078,0
다중,2,0.45,436.3,frame_0050,0.8485,0,0,0.4542,2.844,0.2442,0.7667,0.4542,0.7667,1.2236,1,0.8485,0
다중,2,0.45,456.9,frame_0051,0.8569,0,0,0.3069,2.7782,0.1878,0.5676,0.3069,0.5676,0.7859,1,0.8569,0
다중,2,0.45,461.1,frame_0052,0.8225,0,0,1.1644,2.4988,0.329,0.908,1.1644,0.908,2.151,1,0.8225,0
다중,2,0.45,461.4,frame_0053,0.9877,0,0,0.1452,2.1611,0.3814,1.6725,0.1452,1.6725,1.748,1,0.9877,0
다중,2,0.45,420.5,frame_0054,0.0,1,0,15.2289,726.2194,15.3911,726.0328,15.2289,726.0328,727.1084,0,0.8023,0
다중,2,0.45,458.3,frame_0055,0.9895,0,0,0.5944,1.3059,0.4995,1.17,0.5944,1.17,1.6986,1,0.9895,0
다중,2,0.45,468.2,frame_0056,0.7816,0,0,0.4267,3.3429,0.6018,0.8163,0.4267,0.8163,0.9978,1,0.7816,0
다중,2,0.45,447.6,frame_0057,0.8563,0,0,0.1832,1.973,0.3255,0.5219,0.1832,0.5219,0.6791,1,0.8563,0
다중,2,0.45,470.7,frame_0058,0.8572,0,0,0.2407,2.9819,0.3844,1.6181,0.2407,1.6181,1.5996,1,0.8572,0
다중,2,0.45,436.5,frame_0059,0.0,1,0,138.505,928.4609,147.6877,919.8188,138.505,919.8188,926.0935,0,0.8041,0
다중,2,0.45,479.8,frame_0060,0.8562,0,0,0.2803,2.6204,0.6868,0.7467,0.2803,0.7467,0.8353,1,0.8562,0
다중,2,0.45,452.3,frame_0061,0.8899,0,0,0.2219,1.591,0.3624,0.6546,0.2219,0.6546,0.8117,1,0.8899,0
다중,2,0.45,475.2,frame_0062,0.0,1,0,4.5553,10.0628,0.4868,0.8132,4.5553,0.8132,6.5715,0,0.8345,0
다중,2,0.45,477.3,frame_0063,0.9791,0,0,0.4737,2.9922,0.225,1.1748,0.4737,1.1748,1.3861,1,0.9791,0
다중,2,0.45,458.8,frame_0064,0.9433,0,0,0.5626,2.7626,0.6453,0.5969,0.5626,0.5969,1.0749,1,0.9433,0
다중,2,0.45,426.3,frame_0065,0.9758,0,0,0.3313,2.5924,0.424,0.5437,0.3313,0.5437,0.748,1,0.9758,0
다중,2,0.45,434.6,frame_0066,0.8777,0,0,0.3008,2.0603,0.5502,0.3488,0.3008,0.3488,0.5762,1,0.8777,0
다중,2,0.45,454.6,frame_0067,0.8634,0,0,0.3772,1.0617,0.3739,1.4499,0.3772,1.4499,1.6416,1,0.8634,0
다중,2,0.45,471.6,frame_0068,0.8473,0,0,0.3571,2.591,0.5561,1.0779,0.3571,1.0779,1.4069,1,0.8473,0
다중,2,0.45,433.2,frame_0069,0.8953,0,0,0.7391,1.6019,0.472,1.4806,0.7391,1.4806,1.8277,1,0.8953,0
다중,2,0.45,453.0,frame_0070,0.8685,0,0,0.8247,2.8587,0.4791,1.476,0.8247,1.476,1.8869,1,0.8685,0
다중,2,0.45,458.3,frame_0071,0.8743,0,0,0.3278,3.4003,0.4428,1.2115,0.3278,1.2115,1.4413,1,0.8743,0
다중,2,0.45,441.5,frame_0072,0.0001,1,0,0.6027,5.0423,0.5485,1.455,0.6027,1.455,1.9752,1,0.8429,0
다중,2,0.45,433.5,frame_0073,0.9898,0,0,0.3742,3.1508,0.2335,0.4011,0.3742,0.4011,0.6818,1,0.9898,0
다중,2,0.45,456.6,frame_0074,0.8228,0,0,0.3092,1.2424,0.2557,0.7095,0.3092,0.7095,0.8731,1,0.8228,0
다중,2,0.45,456.1,frame_0075,0.9688,0,0,0.452,1.5941,0.6327,2.3495,0.452,2.3495,2.574,1,0.9688,0
다중,2,0.45,466.2,frame_0076,0.7997,0,0,0.6598,2.8471,1.1066,0.8722,0.6598,0.8722,1.3093,1,0.0,1
다중,2,0.45,473.5,frame_0077,0.9626,0,0,0.2486,1.7587,0.3188,1.3191,0.2486,1.3191,1.369,1,0.9626,0
다중,2,0.45,447.7,frame_0078,0.0,1,0,151.5981,171.4292,143.6085,168.0762,151.5981,168.0762,270.8282,0,0.8213,0
다중,2,0.45,468.4,frame_0079,0.9896,0,0,0.2759,0.8762,0.3571,0.7675,0.2759,0.7675,0.8257,1,0.9896,0
다중,2,0.50,491.3,frame_0000,0.8413,0,0,0.4315,2.6067,0.3156,1.2891,0.4315,1.2891,1.6775,1,0.8413,0
다중,2,0.50,474.2,frame_0001,0.9021,0,0,0.6969,2.1154,0.3436,0.9514,0.6969,0.9514,1.4843,1,0.9021,0
다중,2,0.50,479.8,frame_0002,0.8849,0,0,0.4075,3.9427,0.4792,1.6274,0.4075,1.6274,1.7134,1,0.8849,0
다중,2,0.50,512.5,frame_0003,0.8773,0,0,0.2903,1.5566,0.3349,1.1537,0.2903,1.1537,1.3389,1,0.8773,0
다중,2,0.50,485.3,frame_0004,0.0,1,0,150.9137,1053.7545,148.3003,1042.6887,150.9137,1042.6887,1051.4736,0,0.8411,0
다중,2,0.50,492.0,frame_0005,0.8871,0,0,0.1627,2.721,0.5827,0.8652,0.1627,0.8652,0.8684,1,0.8871,0
다중,2,0.50,522.2,frame_0006,0.9876,0,0,0.4409,2.1774,0.4325,1.5673,0.4409,1.5673,1.7185,1,0.9876,0
다중,2,0.50,492.3,frame_0007,0.834,0,0,0.4411,2.4525,0.4145,0.8921,0.4411,0.8921,1.0704,1,0.834,0
다중,2,0.50,477.9,frame_0008,0.0,1,0,66.7047,1053.8876,67.2435,1037.3031,66.7047,1037.3031,1026.3094,0,0.6893,0
다중,2,0.50,480.6,frame_0009,0.9898,0,0,0.4514,4.0294,0.1834,1.2701,0.4514,1.2701,1.555,1,0.9898,0
다중,2,0.50,525.6,frame_0010,0.9248,0,0,0.8226,2.4074,0.163,1.1092,0.8226,1.1092,1.78,1,0.9248,0
다중,2,0.50,491.2,frame_0011,0.882,0,0,0.3104,0.8514,0.5122,2.3311,0.3104,2.3311,2.447,1,0.882,0
다중,2,0.50,490.2,frame_0012,0.972,0,0,0.5566,2.1366,0.2529,1.3671,0.5566,1.3671,1.5164,1,0.972,0
다중,2,0.50,487.0,frame_0013,0.8902,0,0,0.4981,2.7323,0.3841,1.7415,0.4981,1.7415,1.8807,1,0.8902,0
다중,2,0.50,522.1,frame_0014,0.9274,0,0,0.6291,0.9198,0.3581,1.2934,0.6291,1.2934,1.708,1,0.9274,0
다중,2,0.50,499.0,frame_0015,0.8456,0,0,0.7697,1.4976,0.4002,1.8705,0.7697,1.8705,2.2734,1,0.8456,0
다중,2,0.50,504.4,frame_0016,0.8767,0,0,0.5706,2.1972,0.3516,1.2605,0.5706,1.2605,1.5818,1,0.8767,0
다중,2,0.50,486.1,frame_0017,0.8748,0,0,0.3101,2.7663,0.275,1.7857,0.3101,1.7857,1.7525,1,0.8748,0
다중,2,0.50,490.6,frame_0018,0.0,1,0,125.8739,853.5335,126.4883,855.9187,125.8739,855.9187,863.0745,0,0.9593,0
다중,2,0.50,495.9,frame_0019,0.9774,0,0,0.5434,2.8599,0.3867,0.95,0.5434,0.95,1.2351,1,0.9774,0
다중,2,0.50,515.2,frame_0020,0.8539,0,0,0.5722,2.9915,0.8282,2.1717,0.5722,2.1717,2.3895,1,0.8539,0
다중,2,0.50,507.4,frame_0021,0.9796,0,0,0.408,1.0843,0.3354,1.9152,0.408,1.9152,2.2788,1,0.9796,0
다중,2,0.50,478.1,frame_0022,0.8438,0,0,0.5411,2.7309,0.5088,1.4355,0.5411,1.4355,1.7088,1,0.8438,0
다중,2,0.50,481.0,frame_0023,0.8424,0,0,0.1034,1.748,0.9752,1.4042,0.1034,1.4042,1.3395,1,0.8424,0
다중,2,0.50,507.2,frame_0024,0.8711,0,0,0.6171,3.0091,0.5839,2.218,0.6171,2.218,2.2726,1,0.8711,0
다중,2,0.50,506.8,frame_0025,0.8279,0,0,0.2848,3.5115,0.5021,2.3144,0.2848,2.3144,2.3064,1,0.8279,0
다중,2,0.50,482.0,frame_0026,0.0,1,0,121.2681,214.233,115.836,202.7313,121.2681,202.7313,277.3304,0,0.8839,0
다중,2,0.50,493.8,frame_0027,0.8518,0,0,0.3388,1.8799,0.3535,1.4647,0.3388,1.4647,1.5016,1,0.8518,0
다중,2,0.50,471.3,frame_0028,0.8362,0,0,0.6775,3.0531,0.2125,1.2048,0.6775,1.2048,1.8357,1,0.8362,0
다중,2,0.50,473.1,frame_0029,0.0,1,0,177.8532,756.4732,163.2808,759.2624,177.8532,759.2624,768.9727,0,0.9829,0
다중,2,0.50,476.9,frame_0030,0.8367,0,0,0.2356,1.8439,0.3624,0.9494,0.2356,0.9494,0.9497,1,0.8367,0
다중,2,0.50,473.1,frame_0031,0.0,1,0,173.1936,1027.723,179.0894,1024.3221,173.1936,1024.3221,967.731,0,0.8622,0
다중,2,0.50,470.5,frame_0032,0.8414,0,0,0.5239,3.0877,0.1427,0.8151,0.5239,0.8151,1.1669,1,0.8414,0
다중,2,0.50,522.5,frame_0033,0.9841,0,0,0.2974,2.1843,0.4611,0.9317,0.2974,0.9317,1.1252,1,0.9841,0
다중,2,0.50,478.6,frame_0034,0.0,1,0,151.1487,334.8744,152.2387,308.9561,151.1487,308.9561,344.5369,0,0.8816,0
다중,2,0.50,476.7,frame_0035,0.8627,0,0,0.4111,2.4799,0.2893,1.6726,0.4111,1.6726,1.6776,1,0.8627,0
다중,2,0.50,470.4,frame_0036,0.878,0,0,0.5832,2.2809,0.2598,1.0872,0.5832,1.0872,1.5916,1,0.878,0
다중,2,0.50,485.7,frame_0037,0.9884,0,0,0.3575,2.7063,0.6624,0.9795,0.3575,0.9795,1.0806,1,0.9884,0
다중,2,0.50,477.5,frame_0038,0.8365,0,0,1.0094,3.0767,0.4927,1.0823,1.0094,1.0823,2.1479,1,0.8365,0
다중,2,0.50,487.0,frame_0039,0.8814,0,0,0.485,4.2279,0.5636,1.0212,0.485,1.0212,1.2374,1,0.8814,0
다중,2,0.50,479.5,frame_0040,0.9802,0,0,0.5878,2.0257,0.632,1.4903,0.5878,1.4903,1.6316,1,0.9802,0
다중,2,0.50,479.1,frame_0041,0.8239,0,0,0.9776,1.1895,0.3508,1.4506,0.9776,1.4506,2.2995,1,0.8239,0
다중,2,0.50,487.2,frame_0042,0.984,0,0,0.3509,2.856,0.3611,0.6949,0.3509,0.6949,0.9693,1,0.984,0
다중,2,0.50,512.0,frame_0043,0.8771,0,0,0.6405,2.2287,0.3176,2.5555,0.6405,2.5555,2.5487,1,0.8771,0
다중,2,0.50,498.6,frame_0044,0.988,0,0,1.0248,2.9017,0.9505,1.1492,1.0248,1.1492,2.1039,1,0.988,0
다중,2,0.50,523.1,frame_0045,0.8476,0,0,0.9262,1.9871,0.1096,1.7657,0.9262,1.7657,2.2378,1,0.7891,0
다중,2,0.50,479.9,frame_0046,0.8919,0,0,0.8044,3.654,0.3524,1.0077,0.8044,1.0077,1.7595,1,0.8919,0
다중,2,0.50,493.3,frame_0047,0.0,1,0,5.0329,9.3431,0.2223,1.2281,5.0329,1.2281,7.3983,0,0.9229,0
다중,2,0.50,488.8,frame_0048,0.8611,0,0,0.3594,1.2519,0.3272,1.8329,0.3594,1.8329,1.8555,1,0.7515,0
다중,2,0.50,496.7,frame_0049,0.809,0,0,0.4026,1.8555,0.4467,0.7483,0.4026,0.7483,0.9418,1,0.809,0
다중,2,0.50,486.3,frame_0050,0.8552,0,0,0.6293,2.3326,0.2519,1.0021,0.6293,1.0021,1.6537,1,0.8552,0
다중,2,0.50,506.9,frame_0051,0.8956,0,0,0.3375,2.9461,0.4249,1.3024,0.3375,1.3024,1.4084,1,0.8956,0
다중,2,0.50,511.1,frame_0052,0.8355,0,0,0.6427,3.2026,0.5595,0.8373,0.6427,0.8373,1.3484,1,0.8355,0
다중,2,0.50,511.4,frame_0053,0.9683,0,0,0.0881,1.9334,0.5705,1.3979,0.0881,1.3979,1.4121,1,0.9683,0
다중,2,0.50,470.5,frame_0054,0.8034,0,0,0.4565,4.1151,0.4352,0.924,0.4565,0.924,1.236,1,0.8034,0
다중,2,0.50,508.3,frame_0055,0.9887,0,0,0.4394,2.5575,0.6736,2.1416,0.4394,2.1416,2.2381,1,0.9887,0
다중,2,0.50,518.2,frame_0056,0.967,0,0,0.5708,1.356,0.5548,1.3952,0.5708,1.3952,1.7638,1,0.967,0
다중,2,0.50,480.8,frame_0057,0.899,0,0,0.4537,2.5926,0.4986,1.775,0.4537,1.775,1.7027,1,0.899,0
다중,2,0.50,515.6,frame_0058,0.8266,0,0,0.5447,2.6874,0.2637,1.6754,0.5447,1.6754,1.9749,1,0.8266,0
다중,2,0.50,482.8,frame_0059,0.0,1,0,8.4406,15.2124,0.3376,0.6937,8.4406,0.6937,12.479,0,0.7863,0
다중,2,0.50,471.7,frame_0060,0.9514,0,0,0.2757,1.5192,0.1795,1.2406,0.2757,1.2406,1.3709,1,0.9514,0
다중,2,0.50,482.3,frame_0061,0.9264,0,0,0.6215,2.7925,0.5178,0.5961,0.6215,0.5961,1.0893,1,0.9264,0
다중,2,0.50,494.1,frame_0062,0.8566,0,0,0.5157,1.723,0.2106,1.312,0.5157,1.312,1.7092,1,0.8566,0
다중,2,0.50,518.5,frame_0063,0.8773,0,0,0.3162,2.9243,0.3803,1.2275,0.3162,1.2275,1.3342,1,0.8773,0
다중,2,0.50,522.9,frame_0064,0.0,1,0,82.4078,839.418,82.6149,844.7866,82.4078,844.7866,847.4184,0,0.9146,0
다중,2,0.50,479.5,frame_0065,0.882,0,0,0.5801,0.9675,0.6367,1.5599,0.5801,1.5599,1.7461,1,0.882,0
다중,2,0.50,481.8,frame_0066,0.8921,0,0,0.448,2.6243,0.3636,1.2524,0.448,1.2524,1.5437,1,0.8921,0
다중,2,0.50,476.3,frame_0067,0.9903,0,0,0.2087,2.3412,0.728,0.993,0.2087,0.993,0.9817,1,0.9903,0
다중,2,0.50,484.6,frame_0068,0.938,0,0,0.3265,2.0875,0.432,0.8606,0.3265,0.8606,1.1282,1,0.938,0
다중,2,0.50,504.6,frame_0069,0.8786,0,0,0.2136,1.215,0.347,1.8769,0.2136,1.8769,1.971,1,0.8786,0
다중,2,0.50,521.6,frame_0070,0.8447,0,0,0.3007,3.311,0.3975,1.4107,0.3007,1.4107,1.6422,1,0.8447,0
다중,2,0.50,483.2,frame_0071,0.899,0,0,0.3655,1.4322,0.5075,1.9818,0.3655,1.9818,1.9527,1,0.899,0
다중,2,0.50,503.0,frame_0072,0.8601,0,0,0.3059,2.1737,0.459,1.7263,0.3059,1.7263,1.7484,1,0.8601,0
다중,2,0.50,508.3,frame_0073,0.8719,0,0,0.7259,2.7309,0.7415,1.2747,0.7259,1.2747,1.5646,1,0.8719,0
다중,2,0.50,491.5,frame_0074,0.0002,1,0,0.5049,3.1126,0.4841,1.4656,0.5049,1.4656,1.6462,1,0.8419,0
다중,2,0.50,483.5,frame_0075,0.9879,0,0,0.4127,2.6562,0.4092,0.5319,0.4127,0.5319,0.868,1,0.9879,0
다중,2,0.50,506.6,frame_0076,0.8141,0,0,0.4116,0.9992,0.4082,1.0296,0.4116,1.0296,1.3552,1,0.8141,0
다중,2,0.50,506.1,frame_0077,0.9708,0,0,0.3369,2.0537,0.5939,2.6755,0.3369,2.6755,2.8554,1,0.9708,0
다중,2,0.50,516.2,frame_0078,0.8009,0,0,0.5999,1.1977,0.5988,1.3225,0.5999,1.3225,1.7527,1,0.0,1
다중,2,0.50,523.5,frame_0079,0.9804,0,0,0.3846,0.7206,0.3675,1.4749,0.3846,1.4749,1.7956,1,0.9804,0
다중,2,0.55,541.3,frame_0000,0.844,0,0,0.4948,2.812,0.4023,1.6741,0.4948,1.6741,1.9518,1,0.844,0
다중,2,0.55,524.2,frame_0001,0.8934,0,0,0.504,1.5518,0.3686,1.4481,0.504,1.4481,1.5941,1,0.8934,0
다중,2,0.55,529.8,frame_0002,0.8823,0,0,0.3648,4.202,0.4211,2.4952,0.3648,2.4952,2.5443,1,0.8823,0
다중,2,0.55,562.5,frame_0003,0.8654,0,0,0.4275,1.0527,0.4733,1.3515,0.4275,1.3515,1.5725,1,0.8654,0
다중,2,0.55,535.3,frame_0004,0.0,1,0,139.8491,1183.8088,146.7707,1156.9175,139.8491,1156.9175,1128.9826,0,0.8435,0
다중,2,0.55,542.0,frame_0005,0.9531,0,0,0.3287,2.7556,0.3923,1.3927,0.3287,1.3927,1.3721,1,0.9531,0
다중,2,0.55,572.2,frame_0006,0.9872,0,0,0.1987,2.5521,0.3376,1.9635,0.1987,1.9635,2.0398,1,0.9872,0
다중,2,0.55,542.3,frame_0007,0.8292,0,0,0.2303,2.5311,0.6043,1.0869,0.2303,1.0869,1.1148,1,0.8292,0
다중,2,0.55,527.9,frame_0008,0.0,1,0,62.6593,987.7795,63.6985,966.9797,62.6593,966.9797,968.2029,0,0.6816,0
다중,2,0.55,530.6,frame_0009,0.9891,0,0,0.6956,3.3938,0.5015,1.9164,0.6956,1.9164,2.4046,1,0.9891,0
다중,2,0.55,575.6,frame_0010,0.9331,0,0,0.2075,2.9593,0.1298,1.3425,0.2075,1.3425,1.4417,1,0.9331,0
다중,2,0.55,541.2,frame_0011,0.9286,0,0,0.2467,2.026,0.6765,2.2932,0.2467,2.2932,2.2732,1,0.9286,0
다중,2,0.55,540.2,frame_0012,0.9803,0,0,0.5953,2.1511,0.3774,2.3771,0.5953,2.3771,2.4763,1,0.9803,0
다중,2,0.55,537.0,frame_0013,0.8776,0,0,0.8742,2.8311,0.3275,2.0488,0.8742,2.0488,2.8267,1,0.8776,0
다중,2,0.55,572.1,frame_0014,0.9298,0,0,0.5537,1.7824,0.2854,1.4801,0.5537,1.4801,1.7221,1,0.9298,0
다중,2,0.55,549.0,frame_0015,0.847,0,0,0.8163,0.8982,0.3416,2.5125,0.8163,2.5125,2.8597,1,0.847,0
다중,2,0.55,554.4,frame_0016,0.878,0,0,0.7252,2.5734,0.3593,2.1327,0.7252,2.1327,2.398,1,0.878,0
다중,2,0.55,536.1,frame_0017,0.8646,0,0,0.3992,2.9891,0.4133,2.8995,0.3992,2.8995,2.8156,1,0.8646,0
다중,2,0.55,540.6,frame_0018,0.0,1,0,125.9923,853.1433,125.3531,857.4995,125.9923,857.4995,864.664,0,0.8913,0
다중,2,0.55,545.9,frame_0019,0.9837,0,0,1.1121,3.2028,0.4256,1.2786,1.1121,1.2786,2.1222,1,0.9837,0
다중,2,0.55,565.2,frame_0020,0.0,1,0,98.9987,804.969,99.5207,804.4328,98.9987,804.4328,809.071,0,0.8687,0
다중,2,0.55,557.4,frame_0021,0.0,1,0,89.5176,35.1525,90.141,2.4148,89.5176,2.4148,104.5149,0,0.9837,0
다중,2,0.55,528.1,frame_0022,0.8584,0,0,0.6613,3.4397,0.567,1.6868,0.6613,1.6868,1.9514,1,0.8584,0
다중,2,0.55,531.0,frame_0023,0.9557,0,0,0.3831,0.9319,0.3747,1.758,0.3831,1.758,1.92,1,0.9557,0
다중,2,0.55,530.0,frame_0024,0.9903,0,0,0.319,2.3539,0.188,1.0226,0.319,1.0226,1.0789,1,0.9903,0
다중,2,0.55,532.2,frame_0025,0.8471,0,0,0.7927,2.748,0.7513,1.8007,0.7927,1.8007,2.1619,1,0.8471,0
다중,2,0.55,529.0,frame_0026,0.8465,0,0,0.5966,3.0136,0.5003,2.1735,0.5966,2.1735,2.4123,1,0.6259,0
다중,2,0.55,578.4,frame_0027,0.9903,0,0,0.2737,3.19,0.2591,1.8166,0.2737,1.8166,1.9052,1,0.9903,0
다중,2,0.55,531.8,frame_0028,0.8394,0,0,0.2078,4.2303,0.369,1.4989,0.2078,1.4989,1.4581,1,0.8394,0
다중,2,0.55,529.7,frame_0029,0.8511,0,0,0.1417,2.3239,0.2761,1.789,0.1417,1.789,1.7965,1,0.8511,0
다중,2,0.55,528.8,frame_0030,0.9745,0,0,0.5421,2.6129,0.2708,0.989,0.5421,0.989,1.3533,1,0.9745,0
다중,2,0.55,576.2,frame_0031,0.9609,0,0,0.3112,2.5339,0.5676,2.6157,0.3112,2.6157,2.4899,1,0.9609,0
다중,2,0.55,566.8,frame_0032,0.0,1,0,87.7194,14.9162,89.702,3.2081,87.7194,3.2081,102.7158,0,0.0,1
다중,2,0.55,552.3,frame_0033,0.0,1,0,176.8666,452.142,177.3289,476.1428,176.8666,476.1428,516.7244,0,0.7997,0
다중,2,0.55,559.8,frame_0034,0.9696,0,0,0.2406,0.953,0.2935,1.5744,0.2406,1.5744,1.5347,1,0.9696,0
다중,2,0.55,539.7,frame_0035,0.9419,0,0,0.318,1.2245,0.2997,1.8922,0.318,1.8922,1.8626,1,0.9419,0
다중,2,0.55,546.5,frame_0036,0.9902,0,0,0.2653,2.5705,0.1505,1.4707,0.2653,1.4707,1.447,1,0.9902,0
다중,2,0.55,553.4,frame_0037,0.9593,0,0,0.4438,2.7763,0.2155,1.5351,0.4438,1.5351,1.7835,1,0.9593,0
다중,2,0.55,553.0,frame_0038,0.9873,0,0,0.6443,2.6084,0.54,1.9711,0.6443,1.9711,2.1474,1,0.9873,0
다중,2,0.55,540.7,frame_0039,0.4352,1,0,1.0869,9.426,0.4325,1.2135,1.0869,1.2135,2.0148,1,0.8104,0
다중,2,0.55,570.1,frame_0040,0.8485,0,0,0.5273,2.4787,0.5104,1.5025,0.5273,1.5025,1.838,1,0.8485,0
다중,2,0.55,531.1,frame_0041,0.9906,0,0,0.2508,1.3671,0.4697,1.706,0.2508,1.706,1.9025,1,0.9906,0
다중,2,0.55,573.1,frame_0042,0.8492,0,0,0.701,1.4526,0.1858,1.4482,0.701,1.4482,1.8515,1,0.7882,0
다중,2,0.55,529.9,frame_0043,0.9315,0,0,0.4837,2.8292,0.4263,1.5323,0.4837,1.5323,1.8556,1,0.9315,0
다중,2,0.55,543.3,frame_0044,0.0001,1,0,4.3497,11.6476,0.1642,1.9329,4.3497,1.9329,6.7296,0,0.969,0
다중,2,0.55,538.8,frame_0045,0.8614,0,0,0.737,2.0384,0.4647,2.1451,0.737,2.1451,2.2395,1,0.8614,0
다중,2,0.55,546.7,frame_0046,0.8206,0,0,0.4528,2.1535,0.2991,1.126,0.4528,1.126,1.2733,1,0.8206,0
다중,2,0.55,536.3,frame_0047,0.0,1,0,41.3243,753.8937,40.0332,751.8372,41.3243,751.8372,753.0153,0,0.91,0
다중,2,0.55,556.9,frame_0048,0.9193,0,0,0.4293,2.4328,0.5298,1.2219,0.4293,1.2219,1.5772,1,0.9193,0
다중,2,0.55,561.1,frame_0049,0.8286,0,0,0.7854,3.1373,0.3864,1.36,0.7854,1.36,1.9031,1,0.8286,0
다중,2,0.55,561.4,frame_0050,0.9752,0,0,0.1229,2.2559,0.3769,1.6958,0.1229,1.6958,1.7568,1,0.9752,0
다중,2,0.55,520.5,frame_0051,0.8111,0,0,0.2615,0.8979,0.3658,1.4743,0.2615,1.4743,1.4509,1,0.8111,0
다중,2,0.55,558.3,frame_0052,0.9888,0,0,0.2933,2.3477,0.6113,1.9928,0.2933,1.9928,2.1167,1,0.9888,0
다중,2,0.55,568.2,frame_0053,0.79,0,0,1.1462,3.5995,0.5933,1.4076,1.1462,1.4076,2.1758,1,0.79,0
다중,2,0.55,547.6,frame_0054,0.9112,0,0,0.2952,1.6018,0.2563,1.4553,0.2952,1.4553,1.6413,1,0.9112,0
다중,2,0.55,570.7,frame_0055,0.9605,0,0,0.4769,2.8451,0.27,2.598,0.4769,2.598,2.5748,1,0.9605,0
다중,2,0.55,536.5,frame_0056,0.8073,0,0,0.5821,4.1889,0.5769,0.9898,0.5821,0.9898,1.4607,1,0.8073,0
다중,2,0.55,579.8,frame_0057,0.8648,0,0,0.3888,2.167,0.3413,1.5663,0.3888,1.5663,1.7376,1,0.8648,0
다중,2,0.55,552.3,frame_0058,0.9501,0,0,0.1215,2.1044,0.4951,1.5745,0.1215,1.5745,1.6172,1,0.9501,0
다중,2,0.55,575.2,frame_0059,0.0,1,0,179.1471,323.9851,175.5635,319.5485,179.1471,319.5485,323.921,0,0.8729,0
다중,2,0.55,577.3,frame_0060,0.9842,0,0,0.3581,3.2741,0.0731,1.8556,0.3581,1.8556,1.9931,1,0.9842,0
다중,2,0.55,558.8,frame_0061,0.9533,0,0,0.6253,1.672,0.2248,1.2214,0.6253,1.2214,1.4282,1,0.9533,0
다중,2,0.55,526.3,frame_0062,0.9903,0,0,0.2171,1.7062,0.4389,0.9498,0.2171,0.9498,1.1415,1,0.9903,0
다중,2,0.55,534.6,frame_0063,0.8491,0,0,0.3781,1.9905,0.3629,1.2403,0.3781,1.2403,1.5173,1,0.8491,0
다중,2,0.55,554.6,frame_0064,0.8859,0,0,0.3961,2.2207,0.2529,2.3682,0.3961,2.3682,2.5418,1,0.8859,0
다중,2,0.55,571.6,frame_0065,0.8504,0,0,0.3642,2.4344,0.4018,1.3734,0.3642,1.3734,1.533,1,0.8504,0
다중,2,0.55,533.2,frame_0066,0.9093,0,0,0.4142,1.3079,0.3784,1.5199,0.4142,1.5199,1.5679,1,0.9093,0
다중,2,0.55,553.0,frame_0067,0.8663,0,0,0.2363,2.1041,0.5305,1.9176,0.2363,1.9176,1.8237,1,0.8663,0
다중,2,0.55,558.3,frame_0068,0.8968,0,0,0.4698,2.6505,0.4922,2.3599,0.4698,2.3599,2.2256,1,0.8968,0
다중,2,0.55,541.5,frame_0069,0.0001,1,0,0.3137,3.0473,0.5806,2.1396,0.3137,2.1396,2.1487,1,0.8964,0
